userId,1,2,3,4
1,"{'22', '19', '1', '5'}",,"{'22', '4', '5'}",
3,"{'19', '15', '1', '5', '4'}","{'19', '15', '5'}","{'19', '15', '5', '20', '4'}","{'19', '16', '15', '5', '4'}"
4,"{'22', '19'}",{'22'},"{'22', '19'}",{'22'}
5,"{'19', '1', '6'}",{'5'},,"{'19', '1', '5'}"
6,,{'5'},,
7,,,{'22'},{'22'}
8,"{'19', '3', '1'}","{'19', '3', '1'}","{'19', '1', '6', '3', '4'}","{'4', '22', '19', '1'}"
9,"{'4', '19'}","{'19', '1'}",,"{'4', '19'}"
10,"{'19', '22', '15', '1', '5', '6'}","{'19', '22', '15', '1', '6', '5'}","{'19', '22', '4', '1'}","{'22', '19', '4'}"
11,"{'22', '19', '1', '13'}","{'22', '19', '13'}","{'22', '20', '13'}",{'22'}
12,"{'22', '1', '5'}","{'22', '1', '5'}","{'22', '19', '1', '5'}","{'22', '4', '16', '1'}"
13,{'19'},{'19'},{'19'},
14,"{'19', '22', '12', '13', '4'}","{'19', '22', '1', '12', '13'}","{'12', '19', '1'}","{'12', '19', '1'}"
15,"{'1', '5'}",,{'1'},
16,"{'4', '6'}","{'19', '4', '6'}","{'4', '6'}","{'22', '16', '6'}"
17,,,{'22'},{'22'}
18,"{'22', '15', '19', '16'}","{'22', '16'}","{'19', '16', '22', '15', '1'}","{'22', '15', '19', '16'}"
19,{'1'},,{'10'},
20,,,{'1'},{'1'}
21,"{'19', '1', '13'}","{'19', '4', '1', '13'}","{'4', '16', '1', '21'}","{'4', '1', '13'}"
22,{'1'},,,
23,,{'1'},,
24,,{'4'},{'1'},
25,,{'1'},,
26,,,"{'1', '13'}",
27,"{'4', '1'}","{'19', '1'}","{'19', '2', '22', '1', '13'}","{'22', '19', '1'}"
28,,{'1'},{'1'},"{'22', '19', '3', '1'}"
29,,,"{'4', '1', '14'}","{'1', '14'}"
30,"{'22', '19', '1', '5'}","{'22', '19', '1'}","{'19', '21', '22', '1', '5', '4'}","{'19', '21', '22', '1', '13'}"
31,"{'19', '1', '13'}",,,
32,{'1'},,{'1'},{'1'}
33,"{'19', '1', '20', '12', '4'}","{'22', '19', '4', '1'}","{'19', '21', '1', '12', '13'}","{'19', '22', '1', '12', '13'}"
34,{'22'},,,
35,,,{'19'},{'22'}
36,"{'19', '22', '4'}",{'19'},{'19'},{'19'}
37,"{'4', '19', '1'}","{'19', '1'}","{'4', '19', '1', '6'}","{'22', '19', '6', '5'}"
38,"{'22', '19', '5'}","{'19', '5'}","{'22', '19', '5'}","{'19', '5'}"
39,"{'22', '1'}","{'19', '1', '13'}","{'19', '1', '5', '13'}","{'19', '21', '5'}"
40,"{'4', '19', '7'}","{'19', '1'}","{'19', '3'}","{'19', '3', '1'}"
42,{'3'},{'3'},"{'3', '5'}",{'15'}
43,,"{'4', '1', '5'}","{'19', '1', '5', '13', '4'}",
44,"{'22', '19'}",,{'22'},{'22'}
45,{'19'},"{'19', '1'}","{'22', '15', '19', '9'}","{'22', '15'}"
46,"{'1', '5'}",{'5'},{'19'},{'19'}
47,,,{'5'},
48,{'19'},"{'22', '19'}",,
49,{'1'},,{'19'},
51,{'3'},{'3'},{'3'},{'3'}
52,"{'19', '15'}",{'15'},"{'19', '16', '22', '15', '13'}",
53,"{'22', '19', '1'}","{'22', '19', '4', '1'}","{'19', '1', '6'}",{'1'}
54,"{'19', '1'}","{'19', '1'}",{'1'},"{'19', '1'}"
55,"{'19', '1', '13'}","{'19', '1'}",,
56,"{'19', '1'}",{'19'},"{'19', '1', '5'}","{'22', '19', '1', '5'}"
57,{'19'},,,
58,"{'19', '11', '13'}","{'22', '19'}",{'22'},"{'22', '19'}"
59,"{'22', '19', '4', '1'}","{'19', '1'}","{'19', '21', '22', '1', '5'}","{'19', '21', '15', '1', '14'}"
60,"{'19', '14'}","{'19', '13'}",,{'19'}
61,{'19'},,,{'19'}
62,{'1'},"{'19', '1'}",{'1'},{'1'}
64,"{'19', '1'}",{'14'},"{'22', '19', '13'}","{'19', '22', '15', '1', '14', '13', '4'}"
65,{'1'},{'1'},{'1'},{'1'}
66,{'19'},{'19'},"{'22', '19'}","{'19', '1', '5'}"
67,{'1'},"{'19', '1'}",,
68,"{'15', '19'}",{'15'},"{'19', '15'}","{'19', '15'}"
69,"{'22', '4'}","{'22', '1'}","{'22', '4'}",{'22'}
70,"{'19', '4', '1', '13'}","{'4', '19', '1'}","{'19', '4', '1', '13'}","{'4', '1'}"
71,"{'1', '14'}",{'1'},,{'14'}
72,{'4'},,,{'4'}
73,"{'19', '1'}",,"{'19', '5'}",{'1'}
74,{'16'},{'16'},{'16'},
75,"{'19', '1'}",{'1'},"{'19', '1'}",
77,{'19'},{'19'},,
78,{'1'},"{'19', '1', '5'}","{'19', '1'}","{'19', '1'}"
79,"{'22', '15', '19'}","{'19', '22', '15', '5', '13'}","{'22', '4', '1', '19'}","{'19', '22', '15'}"
80,{'4'},{'4'},,
81,"{'4', '1', '14'}","{'4', '14'}","{'22', '14'}","{'22', '1', '14'}"
82,"{'15', '19'}",,{'19'},"{'19', '5'}"
83,,,{'1'},"{'12', '1'}"
84,{'1'},{'16'},,
88,"{'19', '14'}","{'19', '14'}","{'19', '21', '1', '14', '13'}","{'19', '5', '14'}"
89,"{'19', '1'}",{'19'},"{'19', '1'}","{'19', '4'}"
90,{'1'},"{'22', '1'}",{'4'},"{'22', '1'}"
91,"{'19', '22', '15', '1', '5', '13'}","{'22', '19'}","{'22', '19', '1'}","{'22', '19', '13'}"
92,"{'4', '15', '1'}","{'4', '1'}","{'22', '15', '4'}","{'22', '15'}"
93,{'19'},,{'19'},
94,{'19'},{'19'},{'19'},"{'19', '5'}"
95,"{'20', '15'}",{'15'},"{'15', '3'}","{'20', '15', '3'}"
96,"{'15', '1', '5', '14', '12'}","{'5', '14'}","{'19', '17', '15', '1', '5', '14', '13'}","{'17', '5', '14', '20', '12', '4'}"
97,"{'19', '22', '15', '1', '5', '20'}","{'22', '1', '5'}","{'19', '1', '5'}","{'19', '1'}"
98,"{'12', '5'}","{'4', '5'}","{'12', '4', '5'}",{'22'}
99,"{'19', '1', '14', '13', '4'}","{'19', '16', '22', '1', '14', '13'}","{'19', '22', '1', '14', '13', '4'}","{'19', '22', '1', '14', '13'}"
100,"{'22', '19'}","{'22', '19'}",{'19'},"{'15', '19'}"
101,"{'4', '15', '5'}",,"{'22', '15', '5', '14', '4'}","{'5', '15', '1', '6'}"
102,"{'19', '1'}",{'1'},"{'22', '19', '1'}","{'22', '19'}"
103,"{'22', '19'}","{'22', '19', '1'}","{'22', '19'}","{'22', '19'}"
104,"{'19', '1'}",{'19'},"{'19', '1', '5'}",{'1'}
105,"{'22', '19'}","{'22', '15', '19', '1'}","{'22', '19'}","{'22', '15', '19'}"
106,"{'22', '19'}",{'19'},"{'22', '15', '19'}","{'22', '15', '19'}"
107,"{'19', '1'}","{'19', '1'}","{'19', '1'}",
108,{'1'},,,
109,"{'19', '5'}","{'19', '5'}","{'19', '5'}","{'19', '5', '14'}"
110,{'19'},{'19'},"{'22', '19', '14'}","{'19', '14', '1', '13'}"
111,{'19'},"{'19', '1'}","{'19', '1'}","{'19', '1'}"
112,{'19'},"{'19', '14'}","{'22', '19', '14'}","{'22', '19'}"
113,"{'20', '19'}","{'15', '19'}","{'19', '15', '1', '5', '9'}","{'19', '16', '21', '1', '20', '9', '13'}"
114,{'19'},{'19'},{'19'},{'19'}
115,"{'15', '19'}",{'15'},"{'19', '15', '4'}","{'4', '15', '19'}"
116,"{'22', '19', '1'}","{'22', '19'}",,
117,,{'22'},{'22'},"{'22', '4'}"
118,,,{'1'},{'1'}
119,"{'22', '19'}","{'22', '19'}","{'19', '21', '22', '1', '13'}","{'19', '11', '21', '22', '1'}"
120,"{'19', '17', '1', '5', '14', '12', '13', '4'}","{'19', '4', '13', '14'}","{'19', '1', '5', '13'}","{'22', '19', '1', '13'}"
121,{'19'},,"{'22', '19', '1'}","{'12', '1', '21'}"
122,"{'12', '19'}","{'22', '15'}",,{'19'}
123,,,,{'19'}
124,,{'19'},{'19'},{'19'}
125,"{'22', '1', '14'}","{'22', '1'}",,"{'22', '14'}"
126,,,{'19'},{'19'}
127,{'1'},{'1'},"{'15', '1', '5'}","{'22', '1'}"
128,,,"{'22', '19', '5'}",
129,"{'19', '14', '13'}","{'19', '13'}","{'19', '13'}",
130,,"{'20', '19', '1'}","{'22', '15', '19'}","{'22', '15', '19', '16'}"
131,{'1'},{'1'},,{'1'}
132,{'1'},{'1'},{'1'},{'1'}
133,,"{'22', '19'}","{'22', '19', '1'}","{'22', '19'}"
134,"{'19', '22', '1', '13', '4'}","{'22', '19', '13'}","{'22', '19'}",{'19'}
135,"{'22', '1'}","{'22', '1'}","{'22', '4'}","{'22', '1'}"
136,"{'13', '17', '14'}",,"{'19', '1', '5', '14', '13'}","{'19', '13'}"
137,{'19'},"{'19', '1'}",{'19'},"{'22', '19'}"
138,"{'4', '15', '16'}",,,"{'15', '4', '16'}"
139,"{'17', '1', '5', '14', '6', '12'}","{'17', '1', '5', '14', '12'}","{'17', '1', '5', '14', '12'}","{'17', '1', '5', '14', '12'}"
140,{'1'},"{'15', '1'}","{'15', '1'}",{'1'}
141,"{'19', '5'}",{'19'},"{'22', '12', '19'}","{'19', '12', '4', '13'}"
142,"{'15', '19', '13'}","{'22', '19', '4'}","{'19', '22', '15', '13', '4'}","{'15', '1', '14', '13', '4'}"
144,"{'1', '5'}","{'1', '5'}","{'19', '1', '14'}","{'19', '1', '5'}"
145,"{'19', '1', '13'}","{'13', '19', '14'}","{'19', '22', '14', '20', '13'}","{'19', '22', '15', '14', '13'}"
146,"{'22', '4', '1'}","{'22', '4', '1', '5'}",{'22'},"{'22', '1'}"
147,{'1'},,,"{'12', '1', '14'}"
148,,,,"{'1', '14'}"
149,"{'4', '1'}","{'19', '16', '1'}",{'1'},"{'22', '16', '1'}"
151,,{'4'},"{'22', '15'}",{'22'}
152,{'1'},{'1'},{'1'},{'1'}
153,,,,{'22'}
154,{'1'},,,{'1'}
155,"{'19', '1', '13'}","{'19', '1', '14', '12', '13', '4'}","{'19', '17', '21', '22', '5', '14', '20', '12', '13', '4'}",{'4'}
157,"{'19', '13'}","{'19', '1', '13'}",{'22'},"{'22', '19', '1'}"
158,"{'22', '19', '1', '14'}","{'22', '19'}","{'22', '19'}","{'22', '19'}"
159,"{'19', '13'}",{'19'},"{'19', '15', '4'}","{'15', '19'}"
160,"{'4', '22', '12', '1'}",{'4'},"{'12', '4', '1'}","{'12', '1', '14'}"
162,,,{'19'},
163,"{'19', '1'}","{'19', '1'}",{'1'},{'1'}
164,{'14'},{'14'},"{'12', '4', '14'}","{'12', '1', '14'}"
165,{'1'},{'22'},,
166,"{'4', '19'}","{'22', '19'}","{'22', '15', '19', '13'}","{'19', '22', '15', '1', '14', '13'}"
167,{'19'},"{'22', '19', '14'}","{'22', '19', '16'}","{'22', '19', '1', '20'}"
169,"{'22', '19', '4', '13'}",{'4'},"{'19', '4', '5'}","{'19', '14'}"
170,"{'19', '1', '13'}","{'19', '1', '14'}","{'19', '1'}",{'19'}
171,"{'19', '15', '1', '12', '4'}","{'19', '15', '1', '5', '12', '4'}","{'19', '15', '1', '12', '4'}","{'12', '4', '1'}"
172,{'1'},"{'15', '14'}",{'19'},{'19'}
174,"{'22', '12', '19'}","{'22', '19'}","{'22', '12', '19'}","{'19', '22', '12', '13', '4'}"
176,"{'4', '19', '1'}","{'19', '1', '5'}",{'19'},{'19'}
177,"{'22', '19', '1'}","{'22', '19', '1'}","{'22', '19'}","{'22', '19', '1'}"
178,"{'15', '1', '14'}","{'16', '22', '15', '1', '14', '4'}","{'22', '15', '4', '14'}","{'22', '15', '1', '14'}"
179,,"{'17', '16', '15', '1', '18', '3', '4'}","{'19', '1', '5', '14', '12', '13', '4'}","{'22', '16'}"
180,{'22'},{'19'},,
181,{'1'},{'1'},{'1'},{'1'}
183,{'14'},"{'22', '12', '1', '5'}","{'4', '14'}",
184,,{'13'},"{'19', '22', '1', '14', '13'}","{'22', '19', '1', '14'}"
185,"{'19', '1', '14'}",,,
186,"{'19', '22', '1', '5', '20', '13'}","{'22', '19', '1'}","{'22', '19', '1'}","{'22', '19', '1'}"
187,{'22'},{'19'},,{'1'}
188,,,{'13'},{'13'}
190,{'19'},"{'22', '19', '1'}","{'22', '19'}","{'22', '19', '13'}"
191,"{'19', '1'}","{'19', '1'}","{'19', '22', '15', '1', '5'}","{'19', '1'}"
192,"{'15', '1'}","{'19', '1'}","{'19', '22', '15', '1', '3'}","{'15', '19', '1'}"
193,"{'19', '14', '13'}","{'19', '11', '13'}","{'19', '21', '22', '14', '13'}","{'22', '13'}"
194,{'1'},{'1'},{'1'},{'1'}
195,"{'1', '14'}","{'1', '14'}","{'1', '14'}","{'1', '14'}"
196,"{'22', '19', '4', '1'}","{'22', '19', '4'}","{'22', '19', '1'}","{'22', '19', '1'}"
197,{'19'},"{'22', '19', '1'}","{'22', '15', '1'}","{'22', '15', '1', '13'}"
198,"{'4', '12', '1', '14'}","{'4', '12', '14'}","{'12', '4', '1', '14'}","{'4', '1', '14'}"
200,"{'22', '19', '13'}","{'19', '17', '15', '12', '13'}","{'19', '12', '13'}","{'19', '21', '13'}"
201,"{'22', '4'}","{'22', '4', '17'}","{'22', '4'}","{'22', '4'}"
202,{'22'},,{'15'},"{'22', '15'}"
203,{'19'},"{'19', '14'}",{'19'},"{'15', '19'}"
204,"{'22', '19', '4'}","{'22', '19'}","{'22', '19', '1'}","{'22', '19', '1', '5'}"
205,,{'16'},"{'4', '13'}","{'19', '13'}"
206,{'19'},"{'22', '1'}","{'22', '19', '1'}","{'22', '19', '1'}"
207,{'1'},{'1'},"{'4', '1'}","{'1', '14'}"
209,"{'19', '13'}","{'19', '11', '15', '5', '13'}","{'19', '11'}","{'22', '19', '14'}"
210,"{'12', '4', '1'}",{'4'},{'4'},"{'12', '1'}"
211,"{'16', '1', '14', '12', '3', '13'}","{'12', '16'}","{'12', '3', '16', '1'}","{'12', '13'}"
212,{'19'},"{'19', '1'}","{'22', '19'}","{'22', '19'}"
213,"{'20', '12'}",{'20'},"{'20', '15', '1', '19'}","{'20', '15', '19'}"
214,"{'19', '1', '5'}",{'19'},{'19'},{'19'}
215,"{'4', '19', '1', '13'}","{'22', '15', '19', '1'}","{'22', '19', '1'}","{'22', '15', '1', '19'}"
216,"{'15', '19'}","{'15', '19'}",{'19'},"{'15', '19', '1'}"
217,{'1'},{'1'},{'1'},{'1'}
218,,"{'22', '19', '1'}","{'22', '19'}","{'22', '19', '1'}"
219,"{'22', '19', '1'}","{'22', '19', '1'}","{'22', '19', '1', '13'}","{'22', '19', '13'}"
220,"{'1', '5', '14', '12', '4'}","{'1', '5', '14', '13', '4'}","{'1', '5', '14', '12', '13', '4'}","{'4', '1', '5', '14'}"
221,"{'22', '19'}","{'19', '5'}","{'19', '13'}",{'19'}
222,{'19'},"{'19', '1'}","{'19', '1'}",{'19'}
223,{'19'},"{'4', '19'}","{'19', '4', '21'}","{'19', '21'}"
224,"{'1', '5'}",{'1'},{'1'},"{'1', '5'}"
225,{'4'},{'4'},{'4'},{'4'}
226,"{'22', '19', '14'}","{'22', '19', '14'}","{'22', '19', '14', '13'}","{'22', '12', '19', '1'}"
227,{'1'},{'1'},"{'22', '19', '1'}",{'1'}
228,{'1'},,{'1'},"{'20', '19'}"
230,"{'19', '13'}",{'13'},{'13'},"{'16', '13'}"
231,{'14'},{'14'},"{'4', '14'}",{'14'}
232,{'19'},,,
233,{'1'},{'1'},{'1'},{'1'}
234,"{'12', '1', '5'}","{'12', '1'}","{'12', '1'}","{'12', '1'}"
235,{'1'},,{'20'},"{'20', '15', '19', '1'}"
236,"{'20', '22', '19', '1'}","{'4', '19'}","{'19', '1'}","{'20', '15', '1', '19'}"
237,"{'22', '19', '16', '13'}","{'22', '19', '20'}","{'19', '16', '21', '22', '1', '20'}","{'22', '15', '19'}"
238,"{'4', '19', '13'}","{'4', '19'}","{'19', '6'}","{'22', '19', '6'}"
241,,,{'1'},{'1'}
242,,,,"{'22', '15'}"
243,{'19'},,,
245,"{'22', '19', '1', '14'}","{'22', '1'}","{'22', '19'}","{'22', '19', '1', '5'}"
246,"{'22', '19', '6'}","{'19', '6'}","{'20', '22', '19'}",{'19'}
247,"{'12', '17', '1', '14'}","{'17', '1', '14', '12', '4'}","{'4', '1', '14'}","{'12', '4', '1', '14'}"
248,"{'4', '19'}",,{'22'},{'19'}
249,{'1'},{'1'},{'1'},{'1'}
250,"{'4', '1'}","{'4', '19', '13'}","{'19', '4', '1', '13'}","{'4', '1', '13'}"
251,,,{'22'},{'22'}
252,"{'22', '19'}","{'22', '19'}","{'22', '19', '21', '5'}","{'22', '19', '1', '5'}"
253,"{'22', '19', '1'}","{'22', '19', '1'}","{'22', '19', '4'}","{'22', '19'}"
254,"{'19', '1'}","{'22', '19'}","{'22', '19', '1', '13'}","{'22', '15', '19', '1'}"
255,"{'1', '5'}",,{'1'},"{'1', '5'}"
256,{'22'},,{'22'},"{'22', '15'}"
258,"{'12', '1', '14'}",{'14'},"{'1', '14'}",{'14'}
261,{'5'},{'5'},,
262,"{'22', '4', '14'}","{'5', '14'}","{'4', '1', '14'}",{'1'}
263,{'4'},,,{'4'}
264,{'5'},,{'22'},"{'22', '15', '1'}"
265,"{'15', '19', '13'}","{'19', '1', '13'}",{'19'},{'19'}
266,{'14'},{'14'},"{'1', '14'}","{'1', '5', '14'}"
267,{'15'},,{'15'},
268,{'4'},"{'4', '14'}","{'4', '14'}","{'12', '4', '14'}"
270,{'1'},,{'1'},{'1'}
271,"{'22', '19'}","{'22', '19'}","{'22', '20'}",{'22'}
272,"{'22', '19', '13'}","{'22', '19', '13'}","{'22', '4'}","{'19', '15', '4'}"
273,"{'22', '19', '13'}","{'22', '19', '13'}","{'22', '19', '13'}","{'22', '19'}"
274,{'1'},"{'19', '1'}",,{'1'}
275,"{'4', '1'}","{'22', '4'}","{'22', '4', '1'}","{'22', '4', '1'}"
276,"{'4', '14'}",,"{'22', '4'}",
277,"{'22', '19', '1'}","{'22', '19'}",{'22'},"{'22', '19'}"
278,"{'19', '15'}",{'19'},{'19'},{'19'}
280,"{'19', '11', '22', '15', '1'}",{'15'},,"{'15', '1', '5'}"
281,"{'19', '1', '14', '12', '4'}","{'12', '19', '1'}",,"{'19', '12', '1', '5'}"
282,"{'4', '15', '19', '1'}","{'4', '15', '1', '13'}","{'15', '1'}","{'22', '15'}"
283,"{'19', '1'}","{'22', '19', '1'}","{'15', '1'}","{'19', '15', '1'}"
284,{'19'},"{'19', '1'}",{'19'},"{'22', '19'}"
285,,,,{'22'}
288,"{'22', '19', '16', '1'}","{'22', '4', '16'}","{'22', '15', '16'}",{'4'}
289,"{'19', '1', '14'}","{'19', '1'}","{'19', '1', '14'}",{'19'}
290,"{'22', '19', '1', '5'}","{'22', '1', '5'}","{'22', '19', '1', '20'}","{'19', '1'}"
291,"{'12', '4', '14'}","{'4', '12', '14'}","{'22', '12', '4', '14'}","{'22', '4', '14'}"
292,"{'19', '1'}","{'19', '1'}","{'19', '1'}",{'1'}
293,,"{'4', '1'}","{'4', '1'}",{'4'}
294,"{'22', '4', '1'}",{'5'},{'1'},{'4'}
295,"{'12', '17', '1', '14'}","{'1', '14'}","{'17', '1', '14'}","{'17', '1'}"
296,"{'19', '17', '22', '1', '13'}","{'22', '19', '13'}","{'22', '19'}","{'22', '19'}"
297,"{'4', '6'}",{'6'},,{'6'}
298,"{'20', '12'}",{'4'},"{'19', '4'}","{'22', '12', '19', '4'}"
299,"{'4', '19', '1', '13'}","{'4', '19', '1'}","{'19', '4', '1'}","{'4', '19', '1'}"
300,{'4'},,,{'19'}
301,"{'22', '4', '1'}",,{'4'},"{'19', '1'}"
302,"{'22', '19', '1'}","{'22', '19', '1', '13'}","{'19', '22', '1', '13', '4'}","{'22', '19', '1', '13'}"
304,{'4'},{'22'},"{'19', '4'}","{'22', '1'}"
306,"{'19', '14', '1', '13'}","{'19', '16', '1', '3', '9', '13', '4'}","{'19', '13'}",{'13'}
307,"{'4', '12', '14'}","{'4', '12', '14'}","{'12', '14'}","{'4', '12', '14'}"
308,{'19'},"{'22', '19'}","{'22', '19'}","{'22', '19', '1'}"
309,"{'19', '16', '1', '13', '4'}","{'19', '22', '1', '13', '4'}","{'19', '16', '22', '1', '4'}","{'22', '19'}"
310,,,"{'22', '4', '19'}","{'19', '22', '1', '13', '4'}"
312,{'4'},,"{'19', '16', '21', '22', '1', '13', '4'}",{'1'}
313,"{'19', '5'}","{'22', '5', '13'}","{'19', '1', '5'}","{'19', '5'}"
314,"{'20', '15', '19'}","{'20', '19'}","{'20', '19'}","{'20', '19'}"
315,"{'1', '14'}","{'1', '14'}",{'14'},"{'22', '14'}"
316,{'5'},{'5'},{'5'},
317,"{'4', '1'}",{'1'},{'1'},{'1'}
318,{'19'},"{'22', '19', '1'}",{'19'},"{'19', '1'}"
319,"{'19', '1'}","{'19', '1'}",,{'1'}
320,"{'19', '22', '5', '14', '3'}","{'19', '5'}","{'19', '4'}","{'19', '22', '4', '14'}"
321,"{'4', '19', '1', '13'}","{'12', '19', '1', '13'}","{'22', '19', '1', '13'}","{'19', '1', '13'}"
322,{'19'},{'19'},"{'22', '4', '1'}","{'19', '14'}"
323,"{'19', '1'}","{'19', '1'}","{'19', '15', '1'}","{'15', '19', '1'}"
324,"{'22', '19'}","{'19', '3', '16'}",,"{'19', '21'}"
325,"{'19', '4'}","{'4', '19'}",{'4'},"{'22', '4', '19'}"
326,"{'19', '4'}",{'4'},{'13'},"{'4', '19'}"
327,,,,{'1'}
328,{'19'},,"{'4', '19'}","{'19', '15', '4'}"
330,,{'1'},{'1'},{'1'}
331,"{'19', '1', '13'}","{'22', '19'}","{'19', '21', '22', '14', '13'}","{'22', '19', '1', '14'}"
332,"{'22', '19', '1'}","{'22', '19', '3', '1'}","{'22', '19', '3', '1'}","{'19', '16', '22', '1', '13'}"
334,,{'1'},{'1'},{'1'}
335,"{'19', '17', '1', '5', '14', '12', '13', '4'}","{'19', '17', '1', '12', '13', '4'}","{'19', '17', '1', '14', '12', '13', '4'}","{'19', '17', '1', '14', '20', '12', '13', '4'}"
336,,{'1'},{'1'},{'1'}
337,"{'22', '19'}","{'22', '19', '1'}","{'22', '19', '1'}",{'19'}
338,"{'19', '1', '13'}","{'19', '1', '13'}","{'19', '1'}",{'19'}
339,"{'19', '1', '20', '12', '13', '4'}","{'19', '1', '14', '20', '13', '4'}","{'19', '1', '14', '20', '4'}","{'19', '22', '15', '14', '13', '4'}"
341,"{'19', '1'}","{'22', '19', '1', '13'}","{'22', '1', '5', '13', '4'}","{'22', '19', '16'}"
342,"{'4', '12', '1'}","{'12', '19', '1'}","{'19', '12', '4', '1'}","{'12', '1'}"
343,"{'19', '1'}","{'22', '1'}","{'22', '4', '1', '13'}","{'22', '1'}"
344,{'19'},"{'19', '14'}",{'19'},
346,,,{'19'},"{'22', '19'}"
347,,,{'4'},
348,,,,"{'22', '5'}"
350,,{'20'},{'19'},"{'20', '15'}"
351,"{'4', '19'}",,,
352,"{'22', '14'}",,,
354,"{'22', '1', '5', '14', '13', '4'}","{'22', '1', '5', '14'}","{'19', '22', '1', '5', '20', '4'}","{'22', '4', '1', '5'}"
355,,,"{'19', '13'}","{'19', '1'}"
356,"{'19', '3', '1', '16'}","{'4', '19', '3', '5'}","{'19', '16', '20', '3', '4'}","{'19', '16', '22', '1', '5', '3', '4'}"
357,,{'4'},{'4'},
358,{'1'},"{'4', '12', '1'}","{'22', '12', '4', '1'}","{'22', '12', '4', '1'}"
359,{'22'},"{'22', '1'}","{'22', '1'}","{'22', '1'}"
362,"{'4', '19', '16'}","{'4', '16', '13'}","{'4', '19', '16'}","{'4', '15'}"
364,"{'19', '13'}","{'4', '19', '13'}","{'22', '4', '19'}","{'19', '4'}"
365,{'14'},,,{'14'}
366,"{'4', '19', '14'}","{'4', '19', '14'}","{'19', '4', '14'}","{'19', '4', '14'}"
369,"{'4', '19', '16', '13'}","{'4', '19', '1', '13'}","{'19', '4', '13'}","{'4', '19'}"
370,{'4'},"{'15', '4'}","{'4', '1'}","{'4', '1'}"
371,"{'19', '1'}","{'22', '19'}","{'22', '4', '1', '5'}","{'22', '4', '1', '19'}"
372,,,{'5'},
373,"{'4', '13'}",{'19'},"{'4', '13'}",{'4'}
375,"{'15', '19', '1', '14'}","{'15', '19', '1', '14'}","{'19', '15', '1', '14', '12'}","{'19', '15', '1', '14', '12'}"
376,,,,{'22'}
377,"{'19', '1'}","{'22', '19', '1', '5'}","{'19', '21', '22', '1', '10'}","{'19', '22', '1', '14', '3'}"
380,,,{'12'},{'12'}
381,"{'19', '1'}","{'19', '16', '1'}","{'19', '1'}","{'22', '19', '1'}"
382,"{'4', '19', '13'}",{'19'},"{'19', '4'}",{'4'}
383,"{'14', '13'}","{'13', '14'}",{'13'},
384,{'15'},,,
385,{'1'},{'1'},{'1'},{'1'}
386,"{'22', '1', '5', '14', '12'}","{'22', '12', '1', '14'}","{'22', '12', '5', '14'}","{'22', '5'}"
387,"{'9', '5'}","{'22', '19', '5'}","{'22', '19'}","{'22', '19', '5'}"
389,{'14'},{'14'},,{'14'}
390,{'19'},,,"{'20', '19'}"
391,"{'19', '1', '5'}",{'19'},{'19'},{'19'}
392,"{'12', '19', '1'}","{'19', '13'}",{'19'},"{'19', '1', '13'}"
393,"{'19', '1', '13'}","{'22', '19', '1', '14'}","{'19', '22', '1', '14', '13'}","{'22', '19', '1', '13'}"
394,,,{'19'},
395,{'19'},"{'19', '17', '22', '14', '13'}","{'19', '22', '4', '13'}","{'22', '19', '13'}"
396,{'19'},,,
397,"{'19', '1'}","{'19', '1'}","{'22', '19', '1'}","{'22', '4', '1', '19'}"
398,"{'1', '5', '14'}","{'1', '5', '14'}","{'12', '1', '5', '14'}","{'12', '5', '14'}"
399,{'1'},"{'22', '1'}",,{'22'}
400,{'19'},{'19'},{'19'},{'19'}
401,,{'1'},{'19'},
402,"{'19', '1', '5', '14', '4'}","{'4', '19', '1', '5'}","{'19', '4', '1', '5'}","{'19', '1', '5'}"
403,"{'22', '19', '1', '13'}",{'22'},"{'22', '19'}","{'22', '19'}"
404,"{'4', '19', '1', '5'}","{'22', '19', '1'}","{'22', '19', '1', '13'}","{'22', '19', '4', '1'}"
405,,,,{'1'}
406,"{'22', '1', '5'}","{'19', '1'}",,
407,{'22'},,"{'22', '19'}",{'22'}
408,"{'22', '19', '5', '13'}","{'22', '19'}","{'22', '19', '13'}","{'22', '19'}"
409,"{'19', '13'}",{'13'},{'13'},"{'21', '13'}"
410,"{'22', '15', '16', '13'}","{'22', '16', '1'}","{'22', '16'}","{'22', '3', '16', '19'}"
411,{'1'},"{'4', '1'}","{'4', '1'}",{'1'}
412,"{'4', '22', '19'}",{'19'},{'19'},{'19'}
413,{'12'},"{'12', '1', '14'}","{'12', '17', '1', '14'}","{'12', '5', '14'}"
414,{'22'},"{'22', '19'}","{'22', '19'}","{'22', '19', '3'}"
415,,{'19'},{'19'},
416,"{'4', '19', '1'}","{'19', '1'}","{'4', '1'}",{'1'}
417,"{'22', '19'}",{'19'},"{'19', '22', '1', '5', '13'}",{'19'}
418,"{'22', '19', '13'}","{'22', '19'}","{'19', '1', '14'}",
419,"{'19', '5'}","{'19', '1', '5'}","{'19', '1', '5'}","{'12', '19', '1', '5'}"
420,,"{'22', '19'}",,
421,{'19'},"{'4', '19'}","{'19', '4'}",{'19'}
422,{'4'},{'4'},,"{'19', '15', '4'}"
423,"{'15', '19', '1', '5'}",{'1'},{'15'},"{'22', '15', '1'}"
424,{'19'},,,
