userId,1,2,3,4
40771,,,{'14'},{'14'}
40773,{'4'},{'4'},"{'19', '4'}","{'22', '19', '1'}"
40774,,,"{'22', '4'}","{'4', '22', '19', '1'}"
40775,,,"{'19', '1', '21'}","{'19', '5'}"
40776,,,"{'19', '13'}","{'19', '14', '13'}"
40777,,,{'19'},{'19'}
40778,,,"{'4', '1', '14'}",
40779,,,"{'4', '1'}","{'4', '12', '1'}"
40780,,,"{'22', '19'}","{'22', '13'}"
40781,,,,{'4'}
40783,,,{'19'},{'19'}
40784,,,{'22'},"{'22', '4'}"
40785,,,"{'15', '3'}","{'22', '3', '5'}"
40786,,,{'19'},"{'19', '14'}"
40787,,,{'22'},
40788,,,,{'13'}
40789,,,{'5'},
40790,,,{'19'},"{'15', '19', '13'}"
40791,,,"{'22', '19', '13'}","{'22', '19', '14', '13'}"
40793,,,{'22'},
40794,,,{'4'},{'4'}
40795,,,{'14'},"{'12', '1', '14'}"
40796,,,"{'1', '11', '5', '14'}","{'11', '1', '5', '14'}"
40799,,,{'19'},
40800,,,{'19'},"{'19', '15', '14', '12', '13'}"
40801,,,,"{'12', '14'}"
40802,,,"{'1', '14'}","{'17', '1', '14', '12', '4'}"
40803,,,{'19'},{'19'}
40804,,,{'19'},{'19'}
40806,,,{'1'},{'1'}
40807,,,{'1'},{'1'}
40808,,,"{'15', '19'}","{'19', '22', '15', '1', '14'}"
40809,,,{'19'},{'19'}
40810,,,"{'22', '19'}","{'19', '22', '15', '1', '6'}"
40811,,,"{'22', '19'}",
40812,,,{'1'},"{'4', '1'}"
40814,,,{'15'},{'15'}
40815,,,,{'19'}
40816,,,{'19'},{'19'}
40817,,,{'15'},
40818,,,{'1'},{'1'}
40819,,,"{'22', '19'}","{'22', '19'}"
40820,,,,{'22'}
40821,,,,"{'12', '1'}"
40822,,,{'14'},"{'1', '14'}"
40823,,,,{'1'}
40824,,,,"{'19', '1'}"
40825,,,,"{'22', '19', '21'}"
40827,,,,{'19'}
40828,,,,{'19'}
40829,,,,"{'22', '1', '14'}"
40830,,,,{'19'}
40831,,,,{'5'}
40833,,,,{'20'}
40834,,,,{'19'}
40835,,,,{'22'}
40836,,,,{'22'}
40837,,,,"{'22', '19'}"
40838,,,,"{'22', '19', '1'}"
40839,,,,"{'22', '19'}"
40840,,,,{'3'}
40841,,,,"{'19', '12', '15'}"
40842,,,,{'14'}
40843,,,,{'19'}
40844,,,,{'16'}
40845,,,,"{'22', '12', '19', '14'}"
40846,,,,"{'19', '22', '15', '1', '5', '14', '13', '4'}"
40849,,,,"{'1', '5', '14'}"
40851,,,,{'19'}
40852,,,,"{'22', '4', '19'}"
40853,,,,{'22'}
40854,,,,{'19'}
40855,,,,"{'22', '19', '1'}"
40856,,,,{'19'}
40857,,,,"{'22', '19'}"
40858,,,,"{'19', '4'}"
40859,,,,"{'22', '19'}"
40860,,,{'4'},
40861,,,,"{'19', '1'}"
40862,,,,"{'4', '1'}"
40863,,,,{'19'}
40864,,,,"{'1', '5'}"
40865,,,,"{'4', '5'}"
40866,,,,{'19'}
40867,,,,{'19'}
40868,,,,{'19'}
40869,,,,{'19'}
40870,,,,"{'4', '19'}"
40871,,,,"{'1', '5'}"
40872,,,,"{'22', '4', '19'}"
40873,,,,"{'1', '5'}"
40874,,,,{'19'}
40876,,,,"{'19', '14'}"
40877,,,,"{'4', '3'}"
40879,,,,{'19'}
40880,,,,{'19'}
40881,,,,"{'19', '1'}"
40882,,,,"{'22', '19'}"
40883,,,,{'19'}
40884,,,,{'19'}
40885,,,,{'1'}
40886,,,,"{'22', '19', '1'}"
40887,,,,{'1'}
40889,,,{'4'},{'4'}
40890,,,,{'19'}
40891,,,,{'1'}
40894,,,,{'4'}
40895,,,,"{'4', '19', '1'}"
40896,,,,{'4'}
40897,,,,{'4'}
40898,,,,{'22'}
40900,,,,{'22'}
40902,,,,"{'22', '19', '1'}"
40903,,,,"{'19', '1'}"
40904,,,,"{'19', '16'}"
40906,,,,"{'12', '1', '14'}"
40907,,,,{'4'}
40908,,,,{'19'}
40909,,,,{'4'}
40910,,,,"{'19', '21'}"
40911,,,,"{'19', '1'}"
40912,,,,"{'12', '1', '14'}"
40913,,,,"{'12', '3'}"
40914,,,,{'1'}
40915,,,,"{'19', '4'}"
40916,,,,{'1'}
40917,,,,{'4'}
40918,,,,{'1'}
40919,,,,{'4'}
40920,,,,{'19'}
40921,,,,{'1'}
40922,,,,{'1'}
40923,,,,{'22'}
40924,,,,"{'22', '19', '1'}"
40925,,,,{'22'}
40926,,,,{'1'}
40928,,,,"{'1', '5'}"
40929,,,,{'4'}
40930,,,,"{'22', '19', '1'}"
40931,,,,{'1'}
40932,,,,{'4'}
40933,,,,{'5'}
40934,,,,{'4'}
40935,,,,"{'1', '5'}"
40936,,,,{'4'}
40937,,,,{'14'}
40938,,,,{'19'}
40939,,,,{'4'}
40940,,,,{'19'}
40942,,,,{'4'}
40943,,,,{'12'}
40945,,,,{'5'}
40946,,,,{'3'}
40947,,,,{'19'}
40948,,,,{'22'}
40949,,,,{'12'}
40982,{'4'},,{'4'},
40983,{'4'},,{'4'},
41111,,,{'4'},
41156,{'4'},{'4'},{'4'},{'4'}
41250,{'4'},{'4'},{'4'},{'4'}
41398,{'1'},{'1'},{'1'},{'1'}
41400,"{'4', '19', '1', '13'}","{'4', '1'}","{'19', '15', '4', '1'}","{'19', '22', '15', '1', '4'}"
41401,{'19'},,,{'19'}
41402,{'1'},{'1'},"{'1', '21', '13'}",{'1'}
41403,,{'4'},,"{'19', '4'}"
41404,{'5'},{'19'},,
41405,,,,"{'19', '5'}"
41406,{'19'},,{'19'},"{'19', '15', '1', '21'}"
41407,"{'4', '1'}","{'4', '1'}","{'4', '1'}",{'1'}
41409,"{'19', '11', '5', '14', '13', '4'}","{'19', '11', '1', '5', '14', '13'}","{'19', '22', '1', '14', '4'}","{'19', '22', '1', '5', '14'}"
41410,{'1'},,,
41412,,"{'19', '1'}","{'19', '1'}","{'19', '15', '1'}"
41413,"{'22', '19'}","{'22', '19', '1'}","{'22', '19', '1', '20'}","{'20', '15', '1', '19'}"
41414,"{'19', '22', '1', '5', '12', '13'}","{'22', '19', '1'}","{'22', '4', '1', '19'}","{'19', '22', '15', '1', '5'}"
41415,"{'19', '1'}","{'19', '1'}",{'19'},{'19'}
41416,"{'22', '4', '1', '5'}",{'1'},,{'22'}
41418,{'19'},{'19'},,{'19'}
41419,"{'15', '13'}",{'13'},"{'15', '13'}","{'15', '13'}"
41420,"{'22', '19'}","{'22', '19'}","{'22', '4', '19'}","{'22', '19'}"
41421,"{'19', '3', '1', '6'}","{'22', '1', '5', '3', '4'}","{'19', '3', '1'}","{'19', '21', '1', '14', '3', '13', '4'}"
41422,,,,{'1'}
41423,"{'19', '1'}","{'22', '19'}",{'19'},"{'19', '5'}"
41424,"{'12', '4', '1', '14'}","{'12', '4', '1', '14'}","{'4', '1', '14'}","{'12', '4', '1', '14'}"
41426,"{'4', '1'}",{'1'},{'1'},"{'1', '14'}"
41427,"{'15', '1'}",{'1'},"{'15', '1'}","{'15', '1'}"
41428,,"{'22', '19', '1'}","{'22', '19', '1', '5'}","{'19', '1', '13'}"
41429,"{'1', '14'}","{'1', '14'}","{'1', '14'}",{'1'}
41430,"{'19', '1'}","{'12', '19', '1', '5'}","{'22', '1'}",{'1'}
41431,"{'22', '19', '20'}","{'22', '19', '1'}","{'22', '19'}",{'19'}
41432,{'16'},{'19'},{'19'},"{'22', '4', '1', '19'}"
41433,"{'19', '16', '1', '5', '4'}","{'22', '15', '4', '1'}","{'19', '15', '1', '13', '4'}","{'22', '19', '1'}"
41434,"{'19', '22', '15', '14', '13'}","{'19', '22', '1', '14', '13'}","{'22', '19', '21', '13'}","{'19', '11', '21', '22', '1', '13'}"
41435,"{'22', '19'}",{'19'},{'19'},"{'22', '19'}"
41436,"{'1', '5'}","{'1', '5'}","{'19', '1', '5'}","{'1', '5'}"
41437,{'1'},{'1'},"{'19', '1'}",{'1'}
41438,"{'22', '1'}","{'22', '12', '19', '1'}","{'19', '1'}","{'22', '4', '1', '19'}"
41439,"{'22', '19', '14', '13'}","{'22', '19', '11', '13'}","{'22', '19', '14'}","{'19', '22', '14', '13', '4'}"
41440,,"{'22', '19', '16', '20'}","{'19', '15'}",
41441,{'19'},,,{'19'}
41442,{'1'},{'1'},{'1'},{'1'}
41443,"{'12', '1', '14'}","{'12', '1', '14'}","{'1', '14'}","{'1', '14'}"
41444,,{'22'},,"{'1', '13'}"
41445,{'19'},"{'19', '1'}","{'19', '16'}","{'22', '19'}"
41446,"{'13', '19', '1', '14'}","{'19', '16', '15', '1', '14', '20', '12', '13', '10'}","{'19', '16', '1', '14', '12', '13'}",
41447,"{'19', '15', '1', '5', '4'}","{'19', '4', '1'}","{'19', '4', '1'}",{'1'}
41448,"{'19', '15', '1'}","{'19', '1'}","{'18', '19', '1'}","{'19', '1'}"
41450,"{'19', '13'}","{'4', '12', '14', '13'}",{'14'},"{'19', '14'}"
41451,{'1'},,,
41452,{'19'},"{'20', '19', '1', '13'}","{'19', '1', '5'}",{'19'}
41453,{'19'},{'19'},,"{'22', '19', '13'}"
41454,{'1'},"{'1', '14'}",{'1'},"{'1', '5'}"
41455,,,{'22'},"{'19', '1'}"
41456,"{'22', '1', '5', '14', '4'}","{'15', '4', '12', '14'}","{'1', '5', '14', '12', '4'}","{'22', '4', '1', '14'}"
41457,"{'20', '1', '14'}","{'20', '19', '1'}","{'20', '19', '1'}","{'19', '16', '1', '14', '20'}"
41458,"{'22', '19', '1'}","{'22', '19', '1'}","{'22', '19', '1'}","{'22', '19', '1'}"
41459,{'1'},,,
41460,,,{'19'},{'19'}
41461,,,"{'4', '5'}",
41462,{'1'},{'1'},{'1'},"{'22', '1'}"
41463,"{'19', '1', '14'}","{'19', '1', '13'}","{'22', '19', '1'}","{'19', '15', '4'}"
41464,"{'22', '19'}","{'22', '1'}","{'22', '19'}","{'1', '6'}"
41465,"{'19', '22', '1', '5', '4'}","{'22', '19', '1'}","{'22', '19', '1', '5'}","{'22', '19', '1', '5'}"
41466,"{'22', '19'}","{'22', '19'}","{'22', '19'}","{'22', '19'}"
41467,"{'19', '1', '14', '13', '4'}","{'22', '19', '13'}","{'22', '13'}","{'19', '16', '21', '22', '1', '13'}"
41468,"{'22', '1', '5'}","{'22', '15', '1'}",{'22'},"{'22', '1'}"
41469,{'12'},"{'12', '14'}","{'12', '1', '14'}",
41470,,,"{'22', '1'}","{'16', '1'}"
41472,"{'22', '19'}","{'22', '19', '1'}","{'19', '22', '1', '20', '13'}","{'19', '22', '15', '1', '14'}"
41473,"{'22', '19', '1'}","{'22', '1'}","{'22', '19', '13'}",
41474,"{'15', '19', '1', '13'}","{'19', '15', '1', '13'}","{'4', '19', '1', '13'}","{'19', '22', '15', '13', '4'}"
41475,"{'4', '1'}",,,"{'15', '4'}"
41476,"{'22', '19', '1'}","{'19', '1', '5'}","{'4', '22', '19'}","{'22', '19', '1'}"
41478,"{'22', '14'}",{'22'},"{'22', '14'}","{'22', '1', '14'}"
41479,"{'19', '1', '14', '12', '13'}","{'12', '19', '1', '5'}","{'22', '19', '1', '14'}","{'22', '19', '14'}"
41480,{'19'},,{'1'},"{'19', '1'}"
41481,,,{'16'},"{'22', '16'}"
41482,"{'4', '22', '19', '14'}","{'22', '19'}","{'19', '22', '1', '13', '4'}","{'22', '4', '19', '13'}"
41483,"{'1', '14'}",{'14'},"{'22', '19', '1'}","{'22', '19'}"
41485,,"{'1', '5', '14'}","{'1', '5', '14'}",{'14'}
41486,"{'17', '1'}",{'4'},{'1'},{'1'}
41487,,{'4'},,{'1'}
41488,"{'19', '10', '13'}","{'19', '13'}","{'19', '13'}","{'19', '13'}"
41489,,,{'1'},{'1'}
41490,"{'4', '1'}","{'22', '4', '1'}","{'22', '4', '1'}","{'22', '4', '1'}"
41491,{'14'},{'14'},{'14'},{'14'}
41492,{'19'},"{'19', '1'}","{'19', '1'}",{'19'}
41493,"{'19', '1'}",{'1'},,"{'19', '1', '13'}"
41494,{'12'},"{'12', '17'}","{'12', '4', '17', '1'}","{'12', '17', '14'}"
41495,"{'5', '1', '10'}","{'22', '1', '10'}",{'10'},{'10'}
41496,"{'19', '16', '1', '13'}","{'19', '16', '1', '13'}","{'4', '16'}","{'19', '16', '22', '1', '13', '4'}"
41497,"{'1', '5'}",{'1'},{'1'},
41498,,,"{'22', '19'}","{'22', '19', '1'}"
41499,{'1'},,{'1'},"{'22', '19', '1', '14'}"
41500,"{'17', '5', '14', '12', '4'}","{'1', '5', '14', '12', '4'}","{'22', '17', '5', '14'}","{'22', '1', '5', '14'}"
41501,{'19'},{'19'},{'19'},"{'22', '19'}"
41503,"{'22', '19'}","{'19', '1', '13'}","{'22', '19', '1'}",{'19'}
41504,{'4'},{'4'},"{'4', '5'}",{'5'}
41505,"{'22', '1'}","{'22', '1'}","{'22', '1'}","{'22', '1'}"
41506,"{'4', '1'}","{'22', '15', '4', '1'}","{'15', '1', '5', '13', '4'}","{'15', '4', '1'}"
41507,"{'22', '1', '5'}","{'1', '5'}",{'1'},"{'1', '5'}"
41508,{'1'},{'1'},,{'1'}
41509,{'1'},,{'1'},{'1'}
41510,"{'1', '14'}",{'14'},"{'1', '14'}","{'1', '14'}"
41511,,{'14'},{'14'},"{'4', '14'}"
41512,,,"{'4', '17', '1', '14'}",{'1'}
41513,"{'22', '1'}","{'19', '1'}",{'19'},"{'19', '1'}"
41514,,{'1'},,
41515,"{'19', '14'}",{'19'},{'22'},{'22'}
41518,{'1'},{'1'},"{'15', '1'}",
41520,"{'12', '1'}",,{'1'},{'1'}
41521,,,{'19'},{'19'}
41522,"{'15', '19', '13'}","{'22', '15', '19', '13'}","{'22', '15', '19'}","{'22', '15', '4', '1'}"
41523,"{'19', '1'}",,"{'22', '19'}","{'22', '19'}"
41524,"{'12', '4'}",{'12'},"{'12', '14'}",{'12'}
41525,"{'22', '15', '19', '1'}","{'19', '1'}","{'15', '4'}",
41526,"{'12', '17', '1', '14'}","{'17', '1', '10'}","{'12', '17', '1', '14'}","{'17', '1'}"
41528,,,,{'4'}
41529,{'5'},,"{'19', '5'}","{'19', '22', '1', '5', '14', '12'}"
41530,,"{'19', '1'}","{'19', '5'}","{'19', '5'}"
41531,"{'4', '1', '14'}","{'5', '14'}","{'4', '14'}",
41532,"{'19', '1'}","{'19', '5'}",{'19'},"{'19', '5'}"
41533,"{'19', '12', '4', '1'}","{'19', '1', '5', '12', '4'}","{'19', '1', '20', '12', '4'}","{'4', '19', '1'}"
41534,{'1'},"{'1', '13'}","{'22', '19', '1', '5'}","{'19', '1'}"
41535,,,"{'19', '1'}",{'19'}
41536,"{'19', '1', '13'}","{'11', '6', '13'}","{'22', '15', '6', '13'}","{'22', '6', '5', '20', '13', '4'}"
41537,"{'22', '1'}","{'22', '1'}",{'22'},"{'22', '1'}"
41538,"{'1', '14'}","{'20', '22', '1'}",,{'1'}
41539,{'4'},{'4'},,
41540,{'4'},{'22'},,"{'22', '15'}"
41541,"{'22', '17'}","{'12', '17'}","{'17', '22', '1', '14', '12'}","{'22', '12', '14'}"
41542,{'4'},,,
41543,{'1'},,"{'19', '1'}","{'4', '19', '1'}"
41544,{'1'},{'1'},{'1'},"{'19', '5'}"
41545,"{'5', '14'}","{'19', '14'}",{'15'},
41546,"{'19', '1', '6'}","{'19', '22', '1', '13', '4'}","{'22', '19', '6'}","{'22', '19', '3', '21'}"
41547,"{'12', '4', '5', '14'}","{'1', '5', '14', '12', '4'}","{'4', '14'}","{'22', '12', '1', '14'}"
41549,{'1'},{'1'},{'22'},"{'22', '19', '1'}"
41550,"{'19', '16', '1', '5', '12', '13'}","{'18', '19'}","{'19', '16', '22', '12', '13'}","{'19', '22', '15', '12', '3', '13'}"
41551,{'15'},{'15'},"{'22', '15'}",{'22'}
41552,"{'19', '1'}",,"{'19', '1', '13'}","{'22', '19', '1'}"
41553,"{'12', '4', '1'}","{'12', '4', '1', '14'}","{'4', '5'}","{'17', '22', '1', '6', '5', '4'}"
41554,"{'1', '5'}",,,{'5'}
41555,"{'22', '15', '19', '13'}","{'22', '15', '19'}","{'22', '15', '19'}","{'4', '19', '13'}"
41556,"{'4', '22', '19', '20'}","{'4', '15', '19'}","{'22', '19', '4'}","{'20', '19'}"
41557,"{'5', '14'}",,{'14'},
41558,"{'1', '6'}",,,
41559,{'1'},,"{'15', '1', '5'}",{'1'}
41560,"{'19', '22', '15', '1', '5', '4'}","{'20', '15', '19', '22'}",{'19'},"{'19', '22', '15', '1', '5', '20'}"
41561,,,{'14'},
41562,"{'19', '4', '5', '13'}","{'15', '13'}",,"{'19', '15', '4'}"
41563,"{'12', '4', '14'}","{'22', '12', '14'}","{'22', '12', '14'}","{'22', '4', '14'}"
41564,{'1'},,{'1'},{'1'}
41565,{'5'},,{'5'},"{'1', '5'}"
41566,"{'1', '5'}","{'22', '1'}",{'1'},"{'22', '19', '1'}"
41567,{'22'},{'22'},,"{'22', '15', '1'}"
41568,"{'22', '15', '19', '1'}",{'22'},"{'19', '22', '15', '1', '5'}","{'22', '4', '21'}"
41569,"{'19', '22', '15', '1', '5', '14', '13'}","{'19', '11', '22', '1', '5', '4'}","{'19', '22', '1', '5', '14', '20', '13', '4'}","{'19', '22', '1', '13', '4'}"
41570,,{'1'},"{'15', '19'}","{'19', '4'}"
41571,{'4'},{'4'},{'4'},{'4'}
41572,"{'1', '5'}",{'5'},{'1'},{'1'}
41573,"{'12', '4'}","{'12', '4', '1', '14'}","{'12', '14'}",{'12'}
41574,,,,{'12'}
41575,"{'22', '19'}","{'19', '1'}",{'19'},"{'15', '19'}"
41576,"{'22', '1', '14', '12', '4'}","{'22', '12', '1', '14'}","{'22', '12', '1', '14'}","{'22', '1', '14'}"
41577,"{'1', '5', '14'}","{'1', '14'}",{'14'},{'14'}
41578,"{'19', '22', '15', '1', '5', '13'}","{'22', '19', '1'}","{'22', '19', '1'}","{'22', '15', '19'}"
41579,,,{'1'},
41580,"{'15', '4', '12', '1'}","{'15', '1', '14', '12', '13', '4'}","{'4', '12', '15', '1'}","{'15', '1', '14', '12', '4'}"
41581,"{'22', '19', '1'}","{'19', '22', '1', '14', '4'}","{'19', '22', '15', '1', '14', '3'}","{'19', '22', '15', '1', '14'}"
41582,{'1'},{'1'},{'1'},"{'19', '1'}"
41583,,"{'19', '4'}",{'4'},{'19'}
41584,"{'19', '22', '1', '5', '13'}",{'22'},{'5'},
41585,"{'4', '1'}","{'22', '12', '1', '14'}","{'4', '1'}","{'22', '4', '1', '14'}"
41586,"{'4', '1', '5'}","{'1', '14'}","{'22', '1', '5'}",{'1'}
41587,"{'19', '15', '1', '5'}","{'22', '1'}",{'20'},"{'15', '1'}"
41588,"{'19', '1', '14'}","{'19', '5', '13'}","{'22', '19', '1', '14'}",{'19'}
41589,"{'19', '16', '1', '13'}","{'4', '19', '11', '13'}","{'19', '16', '11', '21', '13', '4'}","{'19', '16', '11', '13'}"
41590,{'1'},{'1'},{'1'},{'1'}
41592,{'1'},,"{'4', '19'}",{'13'}
41593,{'5'},,,
41594,"{'11', '1', '14', '20', '12', '13'}","{'22', '12', '11', '13'}","{'4', '19', '13'}","{'19', '11', '13'}"
41595,{'5'},,{'5'},"{'1', '5'}"
41596,{'1'},{'1'},"{'12', '1', '14'}",{'1'}
41597,"{'22', '19'}","{'22', '19'}","{'22', '19'}","{'22', '19', '14'}"
41598,"{'1', '11', '5'}","{'1', '5', '14'}","{'11', '1', '5', '14', '12', '13'}","{'19', '1', '5', '14', '13'}"
41599,"{'4', '1'}","{'1', '14'}",{'1'},{'4'}
41600,"{'22', '19'}","{'22', '19'}","{'22', '19'}","{'22', '19'}"
41601,{'1'},{'1'},{'1'},{'1'}
41602,{'1'},{'1'},{'1'},{'1'}
41603,"{'19', '15', '1', '5', '14', '12', '13'}","{'19', '11', '15', '1', '14', '20', '12', '13', '4'}","{'19', '21', '15', '1', '14', '12', '13', '4'}","{'19', '15', '5', '14', '12', '13'}"
41604,{'1'},,{'4'},{'1'}
41605,,{'4'},,"{'4', '1'}"
41606,"{'19', '22', '1', '13', '4'}","{'22', '4', '19'}","{'22', '19', '13'}","{'19', '22', '1', '5', '13'}"
41607,{'14'},{'1'},"{'1', '14'}",{'14'}
41608,"{'22', '19', '16', '1'}","{'22', '19'}","{'22', '15', '19', '13'}","{'22', '15', '19', '13'}"
41609,"{'19', '16', '22', '1', '5', '4'}","{'19', '22', '1', '20', '13', '4'}","{'22', '19', '1'}","{'22', '15', '19'}"
41610,{'19'},"{'19', '16', '13'}","{'19', '15', '13'}","{'15', '19', '16'}"
41611,"{'19', '4', '1', '13'}","{'19', '1', '14', '13', '4'}","{'4', '13'}","{'4', '14', '1', '13'}"
41612,"{'15', '4', '13'}","{'19', '22', '15', '13', '4'}","{'4', '19', '1', '13'}","{'15', '4', '13'}"
41613,,{'19'},{'15'},"{'15', '1'}"
41614,,,{'22'},{'22'}
41615,{'1'},,,{'1'}
41618,"{'19', '1', '5', '14', '20', '12', '4'}","{'4', '17', '1', '14'}","{'16', '1', '5', '14', '12', '13', '4'}","{'19', '1', '14', '12', '4'}"
41619,{'5'},,,
41620,"{'4', '5'}",,"{'4', '1'}","{'4', '14'}"
41622,"{'12', '4', '13'}","{'12', '4', '13'}","{'4', '13'}",{'19'}
41623,"{'15', '19', '13'}",{'19'},"{'22', '19', '1', '13'}","{'19', '11', '21', '22', '1'}"
41624,"{'4', '14'}",,"{'22', '4'}","{'22', '15', '14'}"
41625,{'4'},{'22'},{'22'},"{'22', '4'}"
41627,"{'1', '13'}","{'1', '13'}","{'16', '1', '13'}","{'12', '1', '5', '13'}"
41629,"{'12', '4', '15'}","{'12', '4', '14'}","{'22', '1', '14', '12', '4'}","{'12', '4', '5', '14'}"
41630,"{'22', '15', '19', '13'}","{'22', '19', '1', '5'}","{'22', '19', '1'}","{'19', '22', '15', '1', '13'}"
41631,,,"{'22', '19', '1', '13'}","{'19', '1'}"
41632,,"{'19', '1'}",,"{'22', '19', '1'}"
41634,"{'16', '1'}",,"{'19', '22', '4'}","{'22', '13'}"
41635,"{'19', '5', '20', '12', '3', '4'}","{'20', '22', '19', '1'}","{'19', '22', '15', '20', '13'}","{'19', '16', '22', '1', '5', '20', '12', '3', '4'}"
41636,"{'22', '16'}","{'22', '19'}","{'22', '16'}",{'22'}
41637,,{'15'},{'15'},"{'15', '19', '1'}"
41638,"{'22', '19'}","{'22', '19', '1', '13'}","{'22', '19', '1', '13'}","{'22', '15', '19', '1'}"
41639,{'4'},"{'4', '14'}","{'22', '4'}","{'22', '15', '4'}"
41640,"{'19', '22', '1', '5', '4'}","{'19', '22', '1', '5', '4'}","{'22', '4', '1', '13'}","{'19', '1'}"
41641,{'12'},{'12'},{'12'},{'12'}
41642,"{'19', '4', '1', '13'}","{'4', '19', '1', '13'}","{'19', '1', '12', '13', '4'}","{'4', '19', '1', '13'}"
41643,,,{'15'},"{'22', '15', '19', '1'}"
41644,"{'22', '19'}","{'22', '19'}","{'22', '19'}","{'22', '19', '1'}"
41645,"{'12', '1'}","{'4', '1'}",{'1'},{'1'}
41646,{'4'},,,{'4'}
41647,"{'19', '22', '1', '5', '4'}","{'22', '19', '1', '5'}","{'22', '19'}","{'22', '19', '1', '5'}"
41648,"{'22', '19', '1', '13'}","{'22', '19'}","{'22', '19'}","{'22', '19', '16', '1'}"
41649,{'19'},{'19'},{'19'},{'19'}
41650,,,{'15'},
41651,{'4'},{'4'},{'4'},"{'19', '4'}"
41652,"{'19', '1'}",{'19'},"{'22', '19'}","{'22', '19'}"
41653,"{'19', '15'}",{'15'},"{'20', '15'}","{'19', '15'}"
41654,,{'1'},{'1'},"{'22', '19'}"
41655,{'17'},"{'17', '5', '14'}","{'17', '14'}","{'17', '1', '14'}"
41656,,,{'22'},
41658,{'19'},,{'19'},"{'22', '19', '1'}"
41659,"{'4', '1', '14'}",{'5'},,
41660,"{'15', '19', '1'}","{'19', '1'}","{'22', '15', '19', '1'}","{'15', '19', '1'}"
41661,{'5'},{'19'},{'19'},"{'22', '19'}"
41662,{'5'},,,
41663,"{'19', '1', '5'}","{'19', '1', '13'}","{'19', '1', '5', '14', '13'}","{'22', '19', '1', '13'}"
41664,{'1'},,"{'1', '5'}",{'1'}
41665,"{'12', '1'}",{'12'},"{'12', '1'}",{'12'}
41666,"{'1', '14'}",{'4'},{'4'},
41667,{'19'},{'19'},{'19'},{'19'}
41668,{'19'},{'13'},"{'22', '19', '1', '13'}",
41669,"{'22', '15', '19'}","{'22', '15', '19', '1'}",{'19'},"{'19', '1'}"
41670,"{'15', '1'}",{'1'},"{'22', '15', '1'}",
41671,"{'4', '14'}","{'1', '5', '14', '12', '4'}","{'5', '14'}","{'1', '14'}"
41672,"{'22', '19', '1'}","{'19', '1', '13'}","{'22', '19', '1', '13'}","{'22', '19', '1'}"
41673,"{'19', '16', '1', '5', '3', '4'}","{'4', '19', '16', '1'}","{'19', '16', '21', '1', '4'}","{'4', '16', '1'}"
41674,"{'17', '22', '1', '5', '14', '12', '4'}","{'17', '22', '1', '12', '4'}","{'22', '12', '4', '17'}","{'22', '17'}"
41675,"{'19', '22', '4'}","{'22', '19'}","{'22', '19', '1', '5'}",{'19'}
41676,{'14'},{'14'},"{'4', '1', '14'}","{'4', '1', '14'}"
41678,{'12'},"{'12', '1'}",{'12'},{'1'}
41679,,,,{'4'}
41680,"{'4', '15', '19', '5'}","{'15', '4', '5'}","{'4', '22', '15', '5'}","{'22', '15', '4', '16'}"
41681,"{'19', '16', '22', '1', '5'}","{'22', '1', '13'}","{'22', '19', '16', '1'}","{'22', '19', '1'}"
41682,,,{'1'},"{'17', '22', '1', '14', '20', '12'}"
41683,,,"{'1', '5'}","{'19', '1', '13'}"
41684,"{'19', '22', '4', '1'}","{'22', '19', '4', '1'}","{'19', '22', '4', '1'}","{'22', '19', '4'}"
41685,{'19'},{'19'},"{'22', '19', '1'}","{'19', '1'}"
41686,"{'17', '1', '5', '14', '12', '9', '10'}","{'17', '1', '5', '14'}","{'17', '1', '5', '14', '12', '4'}","{'17', '1', '5', '14', '12', '4'}"
41687,"{'22', '19', '1'}","{'22', '19', '1'}","{'22', '19', '1', '14'}","{'22', '19', '1'}"
41688,"{'22', '4', '1', '14'}","{'4', '1', '14'}","{'22', '4', '1'}","{'12', '4', '1', '14'}"
41689,"{'19', '1'}",{'17'},"{'15', '19'}",{'15'}
41691,"{'4', '1'}",,,{'4'}
41692,"{'4', '16', '1', '5'}","{'19', '16', '22', '1', '4'}","{'4', '1'}","{'4', '16', '1'}"
41693,"{'19', '11', '1', '13', '4'}","{'20', '19', '4', '1'}","{'19', '22', '1', '5', '13', '4'}","{'19', '22', '1', '13', '4'}"
41694,{'19'},{'19'},"{'22', '19', '4'}","{'22', '19', '1'}"
41695,"{'19', '22', '15', '1', '5'}","{'22', '19'}","{'22', '15', '19', '4'}","{'19', '22', '15', '3', '4'}"
41696,{'4'},{'4'},{'4'},{'4'}
41697,"{'19', '14'}","{'19', '14'}","{'22', '19'}","{'22', '4', '19'}"
41698,"{'19', '1'}",{'1'},{'1'},{'1'}
41699,"{'15', '19'}","{'19', '1'}","{'22', '19', '1'}","{'22', '15', '19', '4'}"
41700,"{'19', '22', '4', '1'}","{'22', '1'}","{'19', '22', '15', '20', '13'}","{'22', '19', '4'}"
41701,"{'22', '1', '13'}",,{'22'},{'22'}
41702,{'1'},,,
41703,,,,{'1'}
41704,"{'22', '19', '1'}","{'22', '15', '19', '1'}","{'22', '15', '19', '1'}","{'22', '15', '19', '1'}"
41705,"{'1', '5'}","{'1', '5'}",{'1'},"{'19', '1'}"
